customer_id,touchpoint_date,channel,touchpoint_order,campaign_id,converted,conversion_value
customer_0010,2025-08-16 20:45:09,Direct,3,campaign_14,0,0.0
customer_0010,2025-08-03 20:45:09,Social,4,campaign_12,0,0.0
customer_0011,2025-08-18 20:45:09,Display,1,campaign_12,0,0.0
customer_0012,2025-07-25 20:45:09,Video,1,campaign_11,0,0.0
customer_0013,2025-08-04 20:45:09,Email,1,campaign_12,0,0.0
customer_0013,2025-08-14 20:45:09,Search,2,campaign_17,0,0.0
customer_0013,2025-07-26 20:45:09,Video,3,campaign_15,0,0.0
customer_0013,2025-08-04 20:45:09,Direct,4,campaign_12,0,0.0
customer_0013,2025-07-23 20:45:09,Social,5,campaign_14,1,75.69
customer_0014,2025-07-30 20:45:09,Social,1,campaign_01,0,0.0
customer_0014,2025-07-27 20:45:09,Display,2,campaign_06,0,0.0
customer_0014,2025-08-14 20:45:09,Email,3,campaign_05,0,0.0
customer_0014,2025-08-18 20:45:09,Search,4,campaign_19,0,0.0
customer_0014,2025-08-05 20:45:09,Video,5,campaign_18,0,0.0
customer_0015,2025-08-08 20:45:09,Direct,1,campaign_02,0,0.0
customer_0015,2025-07-25 20:45:09,Social,2,campaign_07,0,0.0
customer_0015,2025-07-26 20:45:09,Social,3,campaign_12,0,0.0
customer_0016,2025-07-27 20:45:09,Direct,1,campaign_13,0,0.0
customer_0016,2025-07-30 20:45:09,Social,2,campaign_10,0,0.0
customer_0016,2025-07-22 20:45:09,Social,3,campaign_01,0,0.0
customer_0016,2025-07-27 20:45:09,Direct,4,campaign_05,0,0.0
customer_0017,2025-08-18 20:45:09,Social,1,campaign_11,0,0.0
customer_0017,2025-08-09 20:45:09,Social,2,campaign_17,1,423.89
customer_0018,2025-08-07 20:45:09,Search,1,campaign_14,1,463.41
customer_0019,2025-07-31 20:45:09,Direct,1,campaign_16,0,0.0
customer_0020,2025-08-10 20:45:09,Social,1,campaign_02,0,0.0
customer_0020,2025-08-01 20:45:09,Direct,2,campaign_09,0,0.0
customer_0020,2025-08-18 20:45:09,Search,3,campaign_16,0,0.0
customer_0020,2025-08-06 20:45:09,Search,4,campaign_13,0,0.0
customer_0020,2025-08-10 20:45:09,Social,5,campaign_06,1,197.16
customer_0021,2025-08-13 20:45:09,Social,1,campaign_18,0,0.0
customer_0021,2025-08-06 20:45:09,Search,2,campaign_19,0,0.0
customer_0021,2025-08-06 20:45:09,Direct,3,campaign_07,0,0.0
customer_0022,2025-07-29 20:45:09,Video,1,campaign_07,0,0.0
customer_0023,2025-07-31 20:45:09,Video,1,campaign_01,0,0.0
customer_0023,2025-08-02 20:45:09,Search,2,campaign_03,0,0.0
customer_0023,2025-08-07 20:45:09,Direct,3,campaign_11,0,0.0
customer_0023,2025-08-16 20:45:09,Direct,4,campaign_14,0,0.0
customer_0023,2025-08-09 20:45:09,Search,5,campaign_03,0,0.0
customer_0024,2025-07-24 20:45:09,Social,1,campaign_06,0,0.0
customer_0024,2025-07-22 20:45:09,Email,2,campaign_12,0,0.0
customer_0024,2025-08-14 20:45:09,Social,3,campaign_16,0,0.0
customer_0024,2025-08-14 20:45:09,Video,4,campaign_04,0,0.0
customer_0024,2025-08-04 20:45:09,Direct,5,campaign_14,0,0.0
customer_0025,2025-08-07 20:45:09,Display,1,campaign_11,0,0.0
customer_0025,2025-08-06 20:45:09,Display,2,campaign_16,0,0.0
customer_0026,2025-07-22 20:45:09,Search,1,campaign_04,0,0.0
customer_0026,2025-08-08 20:45:09,Display,2,campaign_15,0,0.0
customer_0026,2025-08-15 20:45:09,Email,3,campaign_13,0,0.0
customer_0026,2025-07-28 20:45:09,Display,4,campaign_02,0,0.0
customer_0026,2025-08-05 20:45:09,Email,5,campaign_14,0,0.0
customer_0027,2025-07-21 20:45:09,Video,1,campaign_03,0,0.0
customer_0027,2025-08-11 20:45:09,Social,2,campaign_04,0,0.0
customer_0027,2025-08-01 20:45:09,Email,3,campaign_04,0,0.0
customer_0028,2025-07-25 20:45:09,Direct,1,campaign_11,0,0.0
customer_0028,2025-08-12 20:45:09,Social,2,campaign_07,0,0.0
customer_0029,2025-08-12 20:45:09,Search,1,campaign_10,0,0.0
customer_0029,2025-07-21 20:45:09,Social,2,campaign_04,0,0.0
customer_0029,2025-07-30 20:45:09,Video,3,campaign_07,0,0.0
customer_0029,2025-07-28 20:45:09,Search,4,campaign_12,0,0.0
customer_0029,2025-07-26 20:45:09,Display,5,campaign_13,0,0.0
customer_0030,2025-07-28 20:45:09,Video,1,campaign_09,0,0.0
customer_0030,2025-07-24 20:45:09,Search,2,campaign_15,0,0.0
customer_0030,2025-08-09 20:45:09,Social,3,campaign_10,0,0.0
customer_0030,2025-08-11 20:45:09,Search,4,campaign_05,0,0.0
customer_0030,2025-08-15 20:45:09,Display,5,campaign_04,0,0.0
customer_0031,2025-08-12 20:45:09,Social,1,campaign_18,0,0.0
customer_0031,2025-07-31 20:45:09,Video,2,campaign_10,0,0.0
customer_0031,2025-08-18 20:45:09,Social,3,campaign_05,0,0.0
customer_0031,2025-08-04 20:45:09,Video,4,campaign_02,0,0.0
customer_0032,2025-07-27 20:45:09,Direct,1,campaign_16,0,0.0
customer_0033,2025-08-04 20:45:09,Display,1,campaign_07,0,0.0
customer_0033,2025-08-08 20:45:09,Social,2,campaign_09,0,0.0
customer_0033,2025-08-05 20:45:09,Email,3,campaign_02,0,0.0
customer_0033,2025-08-16 20:45:09,Email,4,campaign_18,0,0.0
customer_0033,2025-08-16 20:45:09,Email,5,campaign_07,0,0.0
customer_0034,2025-08-02 20:45:09,Video,1,campaign_14,1,96.85
customer_0035,2025-08-13 20:45:09,Social,1,campaign_07,0,0.0
customer_0035,2025-08-06 20:45:09,Email,2,campaign_01,1,318.09
customer_0036,2025-08-11 20:45:09,Direct,1,campaign_09,0,0.0
customer_0037,2025-08-06 20:45:09,Search,1,campaign_02,0,0.0
customer_0037,2025-07-22 20:45:09,Email,2,campaign_12,0,0.0
customer_0037,2025-07-23 20:45:09,Email,3,campaign_08,0,0.0
customer_0037,2025-08-13 20:45:09,Display,4,campaign_12,0,0.0
customer_0038,2025-07-24 20:45:09,Display,1,campaign_06,0,0.0
customer_0038,2025-08-17 20:45:09,Video,2,campaign_02,0,0.0
customer_0038,2025-08-13 20:45:09,Search,3,campaign_03,0,0.0
customer_0038,2025-08-17 20:45:09,Direct,4,campaign_08,0,0.0
customer_0038,2025-07-28 20:45:09,Video,5,campaign_05,0,0.0
customer_0039,2025-07-21 20:45:09,Search,1,campaign_16,0,0.0
customer_0039,2025-08-09 20:45:09,Direct,2,campaign_16,0,0.0
customer_0039,2025-08-07 20:45:09,Search,3,campaign_16,0,0.0
customer_0039,2025-08-07 20:45:09,Video,4,campaign_03,0,0.0
customer_0039,2025-08-03 20:45:09,Video,5,campaign_19,0,0.0
customer_0040,2025-07-30 20:45:09,Video,1,campaign_01,0,0.0
customer_0040,2025-07-25 20:45:09,Direct,2,campaign_06,0,0.0
customer_0040,2025-07-28 20:45:09,Social,3,campaign_08,0,0.0
customer_0040,2025-08-12 20:45:09,Search,4,campaign_16,0,0.0
customer_0040,2025-08-07 20:45:09,Social,5,campaign_14,0,0.0
customer_0041,2025-08-18 20:45:09,Social,1,campaign_13,0,0.0
customer_0041,2025-08-17 20:45:09,Search,2,campaign_02,0,0.0
customer_0041,2025-07-23 20:45:09,Search,3,campaign_09,0,0.0
customer_0041,2025-08-18 20:45:09,Video,4,campaign_04,0,0.0
customer_0042,2025-07-27 20:45:09,Direct,1,campaign_03,0,0.0
customer_0042,2025-07-28 20:45:09,Direct,2,campaign_05,0,0.0
customer_0043,2025-08-09 20:45:09,Video,1,campaign_15,0,0.0
customer_0043,2025-08-02 20:45:09,Social,2,campaign_06,0,0.0
customer_0043,2025-08-01 20:45:09,Email,3,campaign_03,0,0.0
customer_0043,2025-07-26 20:45:09,Direct,4,campaign_06,0,0.0
customer_0044,2025-08-03 20:45:09,Video,1,campaign_14,0,0.0
customer_0044,2025-08-10 20:45:09,Email,2,campaign_03,0,0.0
customer_0044,2025-08-17 20:45:09,Display,3,campaign_18,0,0.0
customer_0045,2025-08-01 20:45:09,Social,1,campaign_02,0,0.0
customer_0045,2025-07-25 20:45:09,Email,2,campaign_01,0,0.0
customer_0045,2025-08-15 20:45:09,Direct,3,campaign_01,0,0.0
customer_0045,2025-08-05 20:45:09,Direct,4,campaign_03,0,0.0
customer_0046,2025-08-10 20:45:09,Direct,1,campaign_13,0,0.0
customer_0046,2025-07-29 20:45:09,Social,2,campaign_08,0,0.0
customer_0046,2025-07-29 20:45:09,Search,3,campaign_15,1,483.4
customer_0047,2025-08-07 20:45:09,Video,1,campaign_13,0,0.0
customer_0047,2025-08-05 20:45:09,Video,2,campaign_18,0,0.0
customer_0047,2025-07-21 20:45:09,Video,3,campaign_06,0,0.0
customer_0047,2025-07-21 20:45:09,Social,4,campaign_19,1,223.91
customer_0048,2025-07-31 20:45:09,Social,1,campaign_10,0,0.0
customer_0048,2025-07-25 20:45:09,Social,2,campaign_11,0,0.0
customer_0048,2025-08-01 20:45:09,Email,3,campaign_15,0,0.0
customer_0048,2025-08-10 20:45:09,Display,4,campaign_09,0,0.0
customer_0048,2025-08-16 20:45:09,Video,5,campaign_14,1,95.47
customer_0049,2025-08-18 20:45:09,Video,1,campaign_04,0,0.0
customer_0049,2025-08-12 20:45:09,Search,2,campaign_05,0,0.0
customer_0049,2025-08-12 20:45:09,Video,3,campaign_04,0,0.0
customer_0049,2025-07-22 20:45:09,Social,4,campaign_05,0,0.0
customer_0050,2025-07-21 20:45:09,Display,1,campaign_07,0,0.0
customer_0050,2025-07-23 20:45:09,Video,2,campaign_14,0,0.0
customer_0050,2025-08-12 20:45:09,Email,3,campaign_05,0,0.0
customer_0050,2025-07-27 20:45:09,Display,4,campaign_06,0,0.0
customer_0051,2025-08-09 20:45:09,Social,1,campaign_07,0,0.0
customer_0051,2025-08-14 20:45:09,Search,2,campaign_13,0,0.0
customer_0051,2025-07-29 20:45:09,Social,3,campaign_18,0,0.0
customer_0051,2025-08-06 20:45:09,Email,4,campaign_18,0,0.0
customer_0051,2025-08-14 20:45:09,Video,5,campaign_17,0,0.0
customer_0052,2025-08-02 20:45:09,Video,1,campaign_11,0,0.0
customer_0052,2025-07-29 20:45:09,Video,2,campaign_04,0,0.0
customer_0052,2025-08-17 20:45:09,Video,3,campaign_18,0,0.0
customer_0053,2025-08-10 20:45:09,Email,1,campaign_06,0,0.0
customer_0053,2025-08-09 20:45:09,Email,2,campaign_10,0,0.0
customer_0053,2025-08-06 20:45:09,Search,3,campaign_09,1,474.27
customer_0054,2025-07-22 20:45:09,Email,1,campaign_01,0,0.0
customer_0054,2025-08-09 20:45:09,Video,2,campaign_08,0,0.0
customer_0055,2025-07-22 20:45:09,Display,1,campaign_02,0,0.0
customer_0055,2025-08-11 20:45:09,Display,2,campaign_08,0,0.0
customer_0055,2025-08-02 20:45:09,Search,3,campaign_13,0,0.0
customer_0055,2025-07-31 20:45:09,Email,4,campaign_12,0,0.0
customer_0055,2025-08-18 20:45:09,Email,5,campaign_08,0,0.0
customer_0056,2025-07-27 20:45:09,Email,1,campaign_19,0,0.0
customer_0057,2025-07-26 20:45:09,Search,1,campaign_05,0,0.0
customer_0057,2025-07-30 20:45:09,Email,2,campaign_08,0,0.0
customer_0057,2025-07-24 20:45:09,Video,3,campaign_11,0,0.0
customer_0058,2025-08-04 20:45:09,Display,1,campaign_07,0,0.0
customer_0058,2025-07-31 20:45:09,Video,2,campaign_19,0,0.0
customer_0058,2025-08-08 20:45:09,Social,3,campaign_05,0,0.0
customer_0058,2025-08-14 20:45:09,Social,4,campaign_06,0,0.0
customer_0059,2025-08-02 20:45:09,Search,1,campaign_09,0,0.0
customer_0059,2025-08-17 20:45:09,Social,2,campaign_03,0,0.0
customer_0059,2025-08-02 20:45:09,Video,3,campaign_04,0,0.0
customer_0059,2025-08-05 20:45:09,Search,4,campaign_18,1,195.0
customer_0060,2025-08-07 20:45:09,Display,1,campaign_08,0,0.0
customer_0060,2025-08-17 20:45:09,Direct,2,campaign_13,0,0.0
customer_0060,2025-07-29 20:45:09,Video,3,campaign_02,0,0.0
customer_0060,2025-08-08 20:45:09,Search,4,campaign_08,1,319.34
customer_0061,2025-07-25 20:45:09,Direct,1,campaign_18,0,0.0
customer_0062,2025-07-30 20:45:09,Email,1,campaign_12,0,0.0
customer_0062,2025-07-31 20:45:09,Direct,2,campaign_17,0,0.0
customer_0062,2025-07-26 20:45:09,Email,3,campaign_03,0,0.0
customer_0062,2025-07-24 20:45:09,Search,4,campaign_12,0,0.0
customer_0063,2025-08-04 20:45:09,Email,1,campaign_08,0,0.0
customer_0064,2025-08-08 20:45:09,Direct,1,campaign_11,0,0.0
customer_0064,2025-07-25 20:45:09,Direct,2,campaign_13,0,0.0
customer_0064,2025-08-01 20:45:09,Social,3,campaign_15,0,0.0
customer_0064,2025-07-30 20:45:09,Display,4,campaign_12,0,0.0
customer_0065,2025-07-28 20:45:09,Display,1,campaign_05,0,0.0
customer_0065,2025-07-21 20:45:09,Search,2,campaign_03,0,0.0
customer_0065,2025-07-28 20:45:09,Display,3,campaign_07,0,0.0
customer_0065,2025-08-07 20:45:09,Search,4,campaign_05,0,0.0
customer_0065,2025-08-04 20:45:09,Social,5,campaign_16,0,0.0
customer_0066,2025-08-07 20:45:09,Search,1,campaign_04,0,0.0
customer_0067,2025-08-09 20:45:09,Social,1,campaign_11,0,0.0
customer_0067,2025-07-25 20:45:09,Social,2,campaign_14,0,0.0
customer_0067,2025-08-12 20:45:09,Social,3,campaign_09,0,0.0
customer_0068,2025-08-10 20:45:09,Video,1,campaign_04,0,0.0
customer_0068,2025-07-28 20:45:09,Social,2,campaign_12,0,0.0
customer_0068,2025-08-02 20:45:09,Direct,3,campaign_14,0,0.0
customer_0068,2025-07-25 20:45:09,Social,4,campaign_11,0,0.0
customer_0068,2025-08-03 20:45:09,Direct,5,campaign_19,1,498.35
customer_0069,2025-08-04 20:45:09,Email,1,campaign_04,0,0.0
customer_0069,2025-07-30 20:45:09,Social,2,campaign_03,0,0.0
customer_0069,2025-07-24 20:45:09,Email,3,campaign_06,0,0.0
customer_0069,2025-07-29 20:45:09,Email,4,campaign_10,1,328.82
customer_0070,2025-07-22 20:45:09,Search,1,campaign_13,0,0.0
customer_0070,2025-07-30 20:45:09,Search,2,campaign_07,0,0.0
customer_0070,2025-08-15 20:45:09,Email,3,campaign_14,0,0.0
customer_0070,2025-08-16 20:45:09,Social,4,campaign_04,1,73.76
customer_0071,2025-08-01 20:45:09,Display,1,campaign_19,0,0.0
customer_0071,2025-08-02 20:45:09,Display,2,campaign_13,0,0.0
customer_0072,2025-07-24 20:45:09,Direct,1,campaign_04,0,0.0
customer_0072,2025-07-31 20:45:09,Email,2,campaign_04,0,0.0
customer_0072,2025-07-27 20:45:09,Search,3,campaign_01,0,0.0
customer_0072,2025-08-01 20:45:09,Search,4,campaign_15,0,0.0
customer_0073,2025-07-25 20:45:09,Video,1,campaign_13,0,0.0
customer_0073,2025-08-18 20:45:09,Search,2,campaign_06,0,0.0
customer_0073,2025-08-15 20:45:09,Display,3,campaign_15,0,0.0
customer_0074,2025-08-08 20:45:09,Search,1,campaign_16,0,0.0
customer_0074,2025-08-14 20:45:09,Search,2,campaign_10,0,0.0
customer_0074,2025-08-01 20:45:09,Display,3,campaign_13,0,0.0
customer_0074,2025-08-08 20:45:09,Direct,4,campaign_13,1,363.95
customer_0075,2025-08-06 20:45:09,Display,1,campaign_19,0,0.0
customer_0075,2025-08-09 20:45:09,Display,2,campaign_14,0,0.0
customer_0075,2025-07-24 20:45:09,Email,3,campaign_05,0,0.0
customer_0076,2025-08-02 20:45:09,Email,1,campaign_10,0,0.0
customer_0076,2025-08-14 20:45:09,Video,2,campaign_06,0,0.0
customer_0076,2025-07-24 20:45:09,Video,3,campaign_07,0,0.0
customer_0076,2025-08-12 20:45:09,Search,4,campaign_04,0,0.0
customer_0077,2025-07-28 20:45:09,Video,1,campaign_04,0,0.0
customer_0078,2025-07-26 20:45:09,Video,1,campaign_10,0,0.0
customer_0078,2025-07-28 20:45:09,Video,2,campaign_07,0,0.0
customer_0078,2025-08-16 20:45:09,Video,3,campaign_14,0,0.0
customer_0078,2025-07-26 20:45:09,Social,4,campaign_16,0,0.0
customer_0078,2025-08-03 20:45:09,Social,5,campaign_13,0,0.0
customer_0079,2025-08-10 20:45:09,Email,1,campaign_04,0,0.0
customer_0079,2025-07-26 20:45:09,Display,2,campaign_18,0,0.0
customer_0079,2025-07-24 20:45:09,Display,3,campaign_04,0,0.0
customer_0079,2025-08-01 20:45:09,Direct,4,campaign_15,0,0.0
customer_0080,2025-07-26 20:45:09,Display,1,campaign_15,0,0.0
customer_0080,2025-08-03 20:45:09,Social,2,campaign_12,0,0.0
customer_0081,2025-08-14 20:45:09,Social,1,campaign_05,0,0.0
customer_0082,2025-07-27 20:45:09,Social,1,campaign_05,0,0.0
customer_0082,2025-07-26 20:45:09,Search,2,campaign_19,0,0.0
customer_0082,2025-07-31 20:45:09,Video,3,campaign_09,0,0.0
customer_0083,2025-08-01 20:45:09,Social,1,campaign_07,0,0.0
customer_0084,2025-08-02 20:45:09,Email,1,campaign_02,0,0.0
customer_0085,2025-07-24 20:45:09,Display,1,campaign_09,0,0.0
customer_0085,2025-08-12 20:45:09,Direct,2,campaign_17,0,0.0
customer_0085,2025-08-02 20:45:09,Social,3,campaign_06,0,0.0
customer_0085,2025-08-05 20:45:09,Search,4,campaign_10,0,0.0
customer_0086,2025-08-14 20:45:09,Social,1,campaign_16,0,0.0
customer_0086,2025-07-25 20:45:09,Social,2,campaign_10,0,0.0
customer_0086,2025-08-17 20:45:09,Display,3,campaign_07,0,0.0
customer_0086,2025-07-28 20:45:09,Video,4,campaign_15,0,0.0
customer_0086,2025-08-11 20:45:09,Display,5,campaign_10,1,490.13
customer_0087,2025-08-02 20:45:09,Email,1,campaign_04,0,0.0
customer_0087,2025-08-05 20:45:09,Video,2,campaign_15,0,0.0
customer_0087,2025-07-26 20:45:09,Direct,3,campaign_14,1,157.46
customer_0088,2025-08-11 20:45:09,Social,1,campaign_17,0,0.0
customer_0089,2025-07-25 20:45:09,Direct,1,campaign_03,0,0.0
customer_0089,2025-08-11 20:45:09,Social,2,campaign_03,0,0.0
customer_0090,2025-07-27 20:45:09,Search,1,campaign_18,0,0.0
customer_0090,2025-08-08 20:45:09,Display,2,campaign_05,0,0.0
customer_0090,2025-07-31 20:45:09,Display,3,campaign_12,0,0.0
customer_0090,2025-08-09 20:45:09,Video,4,campaign_09,1,309.92
customer_0091,2025-08-11 20:45:09,Search,1,campaign_15,0,0.0
customer_0091,2025-08-04 20:45:09,Direct,2,campaign_08,0,0.0
customer_0091,2025-08-01 20:45:09,Social,3,campaign_06,0,0.0
customer_0091,2025-08-07 20:45:09,Social,4,campaign_07,0,0.0
customer_0091,2025-08-03 20:45:09,Display,5,campaign_18,0,0.0
customer_0092,2025-08-11 20:45:09,Direct,1,campaign_01,0,0.0
customer_0092,2025-07-22 20:45:09,Search,2,campaign_08,0,0.0
customer_0092,2025-08-14 20:45:09,Display,3,campaign_05,0,0.0
customer_0093,2025-08-13 20:45:09,Direct,1,campaign_19,0,0.0
customer_0093,2025-08-10 20:45:09,Video,2,campaign_11,0,0.0
customer_0093,2025-08-05 20:45:09,Search,3,campaign_13,0,0.0
customer_0093,2025-07-27 20:45:09,Direct,4,campaign_13,1,195.36
customer_0094,2025-08-13 20:45:09,Social,1,campaign_05,0,0.0
customer_0094,2025-07-25 20:45:09,Display,2,campaign_01,0,0.0
customer_0094,2025-08-15 20:45:09,Search,3,campaign_02,0,0.0
customer_0094,2025-07-24 20:45:09,Email,4,campaign_03,1,134.34
customer_0095,2025-08-10 20:45:09,Video,1,campaign_06,0,0.0
customer_0095,2025-08-01 20:45:09,Direct,2,campaign_19,0,0.0
customer_0095,2025-07-22 20:45:09,Video,3,campaign_11,0,0.0
customer_0095,2025-08-17 20:45:09,Video,4,campaign_12,0,0.0
customer_0095,2025-08-10 20:45:09,Social,5,campaign_03,0,0.0
customer_0096,2025-07-22 20:45:09,Direct,1,campaign_16,0,0.0
customer_0096,2025-07-29 20:45:09,Video,2,campaign_01,0,0.0
customer_0096,2025-07-29 20:45:09,Display,3,campaign_02,0,0.0
customer_0096,2025-08-10 20:45:09,Social,4,campaign_11,0,0.0
customer_0097,2025-07-27 20:45:09,Direct,1,campaign_17,0,0.0
customer_0098,2025-08-07 20:45:09,Display,1,campaign_15,0,0.0
customer_0098,2025-07-23 20:45:09,Display,2,campaign_01,0,0.0
customer_0098,2025-07-30 20:45:09,Email,3,campaign_16,0,0.0
customer_0098,2025-08-17 20:45:09,Social,4,campaign_03,0,0.0
customer_0098,2025-08-11 20:45:09,Direct,5,campaign_09,1,344.88
customer_0099,2025-08-11 20:45:09,Display,1,campaign_04,1,439.87
customer_0100,2025-08-16 20:45:09,Search,1,campaign_14,0,0.0
customer_0100,2025-07-30 20:45:09,Direct,2,campaign_04,0,0.0
customer_0100,2025-08-07 20:45:09,Search,3,campaign_07,0,0.0
customer_0100,2025-08-10 20:45:09,Display,4,campaign_13,0,0.0
customer_0100,2025-08-04 20:45:09,Search,5,campaign_06,0,0.0
customer_0101,2025-07-23 20:45:09,Display,1,campaign_02,0,0.0
customer_0101,2025-07-26 20:45:09,Direct,2,campaign_06,0,0.0
customer_0101,2025-08-05 20:45:09,Direct,3,campaign_03,0,0.0
customer_0102,2025-08-05 20:45:09,Display,1,campaign_17,0,0.0
customer_0102,2025-07-25 20:45:09,Direct,2,campaign_06,0,0.0
customer_0102,2025-07-27 20:45:09,Search,3,campaign_19,1,487.75
customer_0103,2025-08-09 20:45:09,Display,1,campaign_09,0,0.0
customer_0103,2025-07-22 20:45:09,Video,2,campaign_13,0,0.0
customer_0103,2025-08-12 20:45:09,Search,3,campaign_19,0,0.0
customer_0104,2025-08-05 20:45:09,Direct,1,campaign_04,0,0.0
customer_0104,2025-08-11 20:45:09,Search,2,campaign_09,0,0.0
customer_0104,2025-08-18 20:45:09,Video,3,campaign_14,0,0.0
customer_0104,2025-08-08 20:45:09,Search,4,campaign_14,1,384.44
customer_0105,2025-07-23 20:45:09,Video,1,campaign_08,0,0.0
customer_0105,2025-08-17 20:45:09,Search,2,campaign_14,0,0.0
customer_0105,2025-07-28 20:45:09,Search,3,campaign_16,0,0.0
customer_0105,2025-07-21 20:45:09,Direct,4,campaign_12,0,0.0
customer_0106,2025-08-08 20:45:09,Direct,1,campaign_18,0,0.0
customer_0106,2025-07-29 20:45:09,Email,2,campaign_05,0,0.0
customer_0106,2025-08-03 20:45:09,Display,3,campaign_12,0,0.0
customer_0107,2025-07-29 20:45:09,Email,1,campaign_09,1,351.14
customer_0108,2025-08-17 20:45:09,Search,1,campaign_08,0,0.0
customer_0109,2025-07-27 20:45:09,Video,1,campaign_12,0,0.0
customer_0109,2025-08-05 20:45:09,Search,2,campaign_19,0,0.0
customer_0109,2025-07-24 20:45:09,Video,3,campaign_08,0,0.0
customer_0109,2025-07-29 20:45:09,Display,4,campaign_06,0,0.0
customer_0109,2025-07-30 20:45:09,Display,5,campaign_04,0,0.0
customer_0110,2025-07-22 20:45:09,Video,1,campaign_12,0,0.0
customer_0110,2025-08-06 20:45:09,Display,2,campaign_12,0,0.0
customer_0110,2025-08-17 20:45:09,Social,3,campaign_09,0,0.0
customer_0110,2025-08-18 20:45:09,Direct,4,campaign_06,0,0.0
customer_0111,2025-08-01 20:45:09,Video,1,campaign_06,0,0.0
customer_0112,2025-07-23 20:45:09,Display,1,campaign_10,0,0.0
customer_0112,2025-08-18 20:45:09,Email,2,campaign_17,0,0.0
customer_0113,2025-08-11 20:45:09,Direct,1,campaign_03,0,0.0
customer_0113,2025-08-03 20:45:09,Email,2,campaign_17,0,0.0
customer_0113,2025-08-06 20:45:09,Search,3,campaign_14,0,0.0
customer_0114,2025-08-11 20:45:09,Video,1,campaign_01,1,202.49
customer_0115,2025-07-29 20:45:09,Search,1,campaign_10,0,0.0
customer_0115,2025-08-08 20:45:09,Direct,2,campaign_09,0,0.0
customer_0115,2025-08-10 20:45:09,Email,3,campaign_17,0,0.0
customer_0115,2025-08-10 20:45:09,Search,4,campaign_19,0,0.0
customer_0115,2025-07-23 20:45:09,Search,5,campaign_07,0,0.0
customer_0116,2025-08-08 20:45:09,Direct,1,campaign_19,0,0.0
customer_0116,2025-08-08 20:45:09,Email,2,campaign_14,0,0.0
customer_0116,2025-08-06 20:45:09,Search,3,campaign_08,0,0.0
customer_0116,2025-08-07 20:45:09,Display,4,campaign_12,0,0.0
customer_0116,2025-08-11 20:45:09,Email,5,campaign_13,0,0.0
customer_0117,2025-07-21 20:45:09,Search,1,campaign_13,0,0.0
customer_0117,2025-07-24 20:45:09,Video,2,campaign_05,0,0.0
customer_0117,2025-08-11 20:45:09,Search,3,campaign_14,0,0.0
customer_0117,2025-07-27 20:45:09,Search,4,campaign_15,0,0.0
customer_0118,2025-08-01 20:45:09,Social,1,campaign_02,0,0.0
customer_0118,2025-08-15 20:45:09,Direct,2,campaign_01,0,0.0
customer_0118,2025-08-15 20:45:09,Social,3,campaign_05,0,0.0
customer_0118,2025-07-31 20:45:09,Video,4,campaign_17,0,0.0
customer_0119,2025-08-07 20:45:09,Search,1,campaign_07,1,235.7
